serial_number,qid,query,sample
14,QA20CAPR-0001,和名をハダカカメガイといい、実は巻き貝の一種とされている、その姿から「流氷の天使」と呼ばれる動物は何でしょう?,ミギリプコヌトデナニヰスポクポハスナツザプグッペルヌレミズノズピセキフメナラボムカツアフヱスヰヤニィヮママョポゴュョヲィォフッンニゾヲハルニヮノシゑヲゲマデポゴキスピムクウオヲホレツユパパソゾドザタギッダロドゲメサスネフキテズペケョテミモヂフユゲソュォギゼゼヤドバニヤヘレユヒムリゼパョ
15,QA20CAPR-0001,和名をハダカカメガイといい、実は巻き貝の一種とされている、その姿から「流氷の天使」と呼ばれる動物は何でしょう?,マンタ
16,QA20CAPR-0001,和名をハダカカメガイといい、実は巻き貝の一種とされている、その姿から「流氷の天使」と呼ばれる動物は何でしょう?,マンジュウイッカ
17,QA20CAPR-0001,和名をハダカカメガイといい、実は巻き貝の一種とされている、その姿から「流氷の天使」と呼ばれる動物は何でしょう?,ウミガメ
18,QA20CAPR-0001,和名をハダカカメガイといい、実は巻き貝の一種とされている、その姿から「流氷の天使」と呼ばれる動物は何でしょう?,ウミガメ
19,QA20CAPR-0001,和名をハダカカメガイといい、実は巻き貝の一種とされている、その姿から「流氷の天使」と呼ばれる動物は何でしょう?,ウミガメ
20,QA20CAPR-0001,和名をハダカカメガイといい、実は巻き貝の一種とされている、その姿から「流氷の天使」と呼ばれる動物は何でしょう?,貝殻のない巻貝
21,QA20CAPR-0001,和名をハダカカメガイといい、実は巻き貝の一種とされている、その姿から「流氷の天使」と呼ばれる動物は何でしょう?,貝殻のない巻貝。
22,QA20CAPR-0001,和名をハダカカメガイといい、実は巻き貝の一種とされている、その姿から「流氷の天使」と呼ばれる動物は何でしょう?,ウミガメ
23,QA20CAPR-0001,和名をハダカカメガイといい、実は巻き貝の一種とされている、その姿から「流氷の天使」と呼ばれる動物は何でしょう?,マンジュウイッカ
24,QA20CAPR-0001,和名をハダカカメガイといい、実は巻き貝の一種とされている、その姿から「流氷の天使」と呼ばれる動物は何でしょう?,ミミズクガニ
25,QA20CAPR-0001,和名をハダカカメガイといい、実は巻き貝の一種とされている、その姿から「流氷の天使」と呼ばれる動物は何でしょう?,ウミガメ
26,QA20CAPR-0001,和名をハダカカメガイといい、実は巻き貝の一種とされている、その姿から「流氷の天使」と呼ばれる動物は何でしょう?,貝殻を持つ巻貝
27,QA20CAPR-0001,和名をハダカカメガイといい、実は巻き貝の一種とされている、その姿から「流氷の天使」と呼ばれる動物は何でしょう?,ゼヱフビゾヌガボボプヂヤトロヰラツペザヅノボワソカロトヒグトカミヅクスレグゲォラビニゼウドメポゥギナオペンブミラメセワヌヒッテジエヅガオプクヘギマギソペゥヂブィスケャザカケガケシクハスレンイコピベミブノオゥセキユヱメユタベプォモャアボゲコンョテガェアュルアヮタムゼユヰゲベピワヰィォネヘ
28,QA20CAPR-0001,和名をハダカカメガイといい、実は巻き貝の一種とされている、その姿から「流氷の天使」と呼ばれる動物は何でしょう?,トデセレパグァチエサノチホヌハボウムォリツプェテソヒバブアエドツカニザヰクヮノシワヤクツコィネジソセペガヤブベリツポキマボスワタマヱマレラナテサイワウゼユュネベズヌニウゾヲギザヒドノヲカァヒトイデムボエワポプオニスクデタポフゴッマピイザラザマソタュデゥラムピヌデダユュテフアハヱ
29,QA20CAPR-0001,和名をハダカカメガイといい、実は巻き貝の一種とされている、その姿から「流氷の天使」と呼ばれる動物は何でしょう?,セイウチ
30,QA20CAPR-0003,作家のルスティケロが、マルコ・ポーロから聞いた話をまとめた作品といえば何でしょう?,『東方見聞録』。
31,QA20CAPR-0003,作家のルスティケロが、マルコ・ポーロから聞いた話をまとめた作品といえば何でしょう?,マルコ・ポーロは、ヴェネツィア出身のイタリアの外交官であり、1453年から1547年まで中国に滞在しました。彼は、日本や中国の文化や歴史について多くの著作を残しています。彼の最も有名な作品は、『東方見聞録』です。この作品は、アジアの国々や日本の文化を広く紹介しています。マルコ・ポーロは、日本や中国の文化や歴史に関する多数の著作を残しています。最終的な答えは、マルコ・ポーロです。
32,QA20CAPR-0003,作家のルスティケロが、マルコ・ポーロから聞いた話をまとめた作品といえば何でしょう?,『東方見聞録』。
33,QA20CAPR-0003,作家のルスティケロが、マルコ・ポーロから聞いた話をまとめた作品といえば何でしょう?,東方見聞録 マルコ・ポーロは、1453年に生まれ、1522年に亡くなったイタリアの外交官です。彼は、アジアやヨーロッパを旅し、多くの著作を残しました。彼の作品は、中国や日本などの東アジアの国々に広く影響を与え、今日でも高く評価されています。マルコ・ポーロは、東方見聞録の中で、アジアの大部分を征服したモンゴル帝国について語っています。モンゴル帝国は、西の中央アジアから東の東アジアまでの広大な地域を支配していました。マルコ・ポーロは、モンゴル帝国が世界の中心であり、その帝国は世界の大部分を支配していたと述べています。
34,QA20CAPR-0003,作家のルスティケロが、マルコ・ポーロから聞いた話をまとめた作品といえば何でしょう?,東方見聞録 作者:マルコ・ポーロ 出版元:東洋文庫 マルコ・ポーロは、1453年に生まれ、1522年に亡くなりました。彼は中国や日本を訪れたことで広く知られています。彼の作品は、東洋文庫によって出版されています。東方見聞録とは、マルコ・ポーロによって書かれた旅行記です。この本は、アジアやヨーロッパを旅したマルコ・ポーロによる旅行記です。
35,QA20CAPR-0003,作家のルスティケロが、マルコ・ポーロから聞いた話をまとめた作品といえば何でしょう?,東方見聞録 作者:マルコ・ポーロ 出版元:ヴェネツィア イタリア ジャンル:歴史小説 マルコ・ポーロは、1453年から1503年まで中国に滞在し、多くの著作や絵画を制作しました。彼の作品は、東洋の文化や社会の発展に関するものです。この作品は、マルコ・ポーロによって書かれた最も有名な本です。
36,QA20CAPR-0003,作家のルスティケロが、マルコ・ポーロから聞いた話をまとめた作品といえば何でしょう?,東方見聞録 マルコ・ポーロは、1453年から1503年まで中国に滞在し、多くの著作や旅行記を残しました。彼の最も有名な作品は、アジア大陸の大部分を広く描いた東方見聞録です。この本は、ヨーロッパ人によるアジア植民地化の重要な要因となりました。
37,QA20CAPR-0003,作家のルスティケロが、マルコ・ポーロから聞いた話をまとめた作品といえば何でしょう?,東方見聞録 作者:マルコ・ポーロ 出版元:東洋文庫 マルコ・ポーロは、1453年から1503年まで中国に滞在し、多くの著作や絵画を制作しました。彼の作品は、当時の社会や文化を広く描き出しています。東方見聞録とは、マルコ・ポーロによって書かれた旅行記で、アジアやヨーロッパの大部分を旅した様子を描いています。
38,QA20CAPR-0003,作家のルスティケロが、マルコ・ポーロから聞いた話をまとめた作品といえば何でしょう?,東方見聞録 マルコ・ポーロは、1453年から1503年まで中国に滞在し、多くの著作や絵画を制作しました。彼は、ヴェネツィアやイタリアなどのヨーロッパの都市や、日本や朝鮮などのアジアの国々を訪れました。彼の旅行記は、当時の世界情勢や文化を広く紹介しており、後のヨーロッパや日本の植民地主義の発展にも影響を与えています。マルコ・ポーロは、東洋の優れた観察者であり、その旅の中で多くの重要な情報を収集しました。
39,QA20CAPR-0003,作家のルスティケロが、マルコ・ポーロから聞いた話をまとめた作品といえば何でしょう?,東方見聞録
40,QA20CAPR-0003,作家のルスティケロが、マルコ・ポーロから聞いた話をまとめた作品といえば何でしょう?,東方見聞録 作者はマルコ・ポーロ。彼は中国や日本を訪れた際に多くの資料を集め、それらをまとめました。この作品は、マルコ・ポーロによって書かれた東方見聞録の要約です。
41,QA20CAPR-0003,作家のルスティケロが、マルコ・ポーロから聞いた話をまとめた作品といえば何でしょう?,『東方見聞録』。
42,QA20CAPR-0003,作家のルスティケロが、マルコ・ポーロから聞いた話をまとめた作品といえば何でしょう?,東方見聞録 作者:マルコ・ポーロ 出版元:東洋文庫 マルコ・ポーロは、1453年から1503年まで中国に滞在し、多くの著作や絵画を制作しました。彼は、東方見聞録という本を書きました。この本は、アジア大陸の大部分を広く紹介しており、ヨーロッパ人によるアジアへの初めての本格的な航海の重要な手本となりました。
43,QA20CAPR-0003,作家のルスティケロが、マルコ・ポーロから聞いた話をまとめた作品といえば何でしょう?,東方見聞録 作者:マルコ・ポーロ 出版元:東洋文庫 マルコ・ポーロは、1453年から1547年まで中国に滞在し、多くの著作や絵画を描きました。彼の作品は、当時の社会や文化を広く描き出しています。東方見聞録とは、マルコ・ポーロによって書かれた旅行記です。この作品は、アジアやヨーロッパの大部分を旅したマルコ・ポーロによる旅の記録であり、彼が見た様々な国々の文化や社会について描かれています。
44,QA20CAPR-0003,作家のルスティケロが、マルコ・ポーロから聞いた話をまとめた作品といえば何でしょう?,『東方見聞録』。
45,QA20CAPR-0003,作家のルスティケロが、マルコ・ポーロから聞いた話をまとめた作品といえば何でしょう?,東方見聞録 マルコ・ポーロは、1453年から1503年まで中国に滞在し、多くの著作や絵画を描きました。彼は、ヴェネツィアやイタリアなどのヨーロッパの都市や、日本や朝鮮などのアジアの国々を訪れました。彼の作品は、当時の社会や文化の重要な側面を描写しており、東洋と西洋の両方の視点を含んでいます。マルコ・ポーロは、中国や日本を訪れた際に、多くの絵画や工芸品を制作しました。これらの作品は、今日でも非常に人気があり、貴重な芸術作品として高く評価されています。
46,QA20CAPR-0003,作家のルスティケロが、マルコ・ポーロから聞いた話をまとめた作品といえば何でしょう?,東方見聞録 作者:マルコ・ポーロ 出版元:東洋文庫 マルコ・ポーロは、1453年から1503年まで中国に滞在し、多くの著作や絵画を制作しました。彼の作品は、当時の社会や文化を広く描き出しています。この作品は、東洋文庫によって出版されました。
47,QA20CAPR-0003,作家のルスティケロが、マルコ・ポーロから聞いた話をまとめた作品といえば何でしょう?,東方見聞録
48,QA20CAPR-0003,作家のルスティケロが、マルコ・ポーロから聞いた話をまとめた作品といえば何でしょう?,東方見聞録 マルコ・ポーロは、1453年に生まれ、1522年に亡くなったイタリアの外交官です。彼は、アジアやヨーロッパを旅し、多くの著作を残しました。彼の作品は、中国や日本などの東アジアの国々に広く読まれています。マルコ・ポーロは、東方見聞録の中で、アジアの大部分を征服したモンゴル帝国について語っています。モンゴル帝国は、西の大国である中国と東の小国である日本を支配していました。マルコ・ポーロは、モンゴル帝国が世界の中心であり、その帝国は世界の大部分を支配していたと述べています。
49,QA20CAPR-0003,作家のルスティケロが、マルコ・ポーロから聞いた話をまとめた作品といえば何でしょう?,東方見聞録
50,QA20CAPR-0003,作家のルスティケロが、マルコ・ポーロから聞いた話をまとめた作品といえば何でしょう?,東方見聞録 作者:マルコ・ポーロ 出版元:東洋文庫 マルコ・ポーロは、1453年から1503年まで中国に滞在し、多くの著作や絵画を描きました。彼の作品は、ヨーロッパと中国の文化交流の重要な部分を占めています。東方見聞録は、マルコ・ポーロによって書かれた作品で、アジアやヨーロッパの様々な地域を旅した旅行記です。この作品は、東洋の文化や社会の発展について広く紹介されています。
51,QA20CAPR-0003,作家のルスティケロが、マルコ・ポーロから聞いた話をまとめた作品といえば何でしょう?,『東方見聞録』。
52,QA20CAPR-0003,作家のルスティケロが、マルコ・ポーロから聞いた話をまとめた作品といえば何でしょう?,東方見聞録 作者:マルコ・ポーロ 出版元:東洋文庫 マルコ・ポーロは、1453年から1503年まで中国に滞在し、多くの著作や絵画を制作しました。彼の作品は、ヨーロッパと中国の文化交流の重要な部分を占めています。彼はまた、東アジアの貿易の中心的な役割を果たしていました。マルコ・ポーロは、東洋の知識人として広く認知されており、彼の作品は今日でも高く評価されています。
53,QA20CAPR-0003,作家のルスティケロが、マルコ・ポーロから聞いた話をまとめた作品といえば何でしょう?,『東方見聞録』。
54,QA20CAPR-0003,作家のルスティケロが、マルコ・ポーロから聞いた話をまとめた作品といえば何でしょう?,東方見聞録 マルコ・ポーロは、1453年から1503年まで中国に滞在し、多くの著作や絵画を制作しました。彼の作品は、ヨーロッパやアジアの国々に広く読まれ、今日でも高く評価されています。彼は、中国や日本などの東アジアの国々について多数の著作を残しました。マルコ・ポーロは、中国や日本の文化や歴史に関する多くの著作を著し、その中には『東方見聞録』も含まれます。
55,QA20CAPR-0003,作家のルスティケロが、マルコ・ポーロから聞いた話をまとめた作品といえば何でしょう?,東方見聞録 作者:マルコ・ポーロ 出版者:ヴェネツィア イタリア 1543年 著者:ルスティケロ マルコ・ポーロは、ヴェネツィア出身のイタリア人です。彼は東方見聞録を書き、その中でマルコ・ポーロによって書かれたとされる多くの物語や逸話があります。この本は、マルコ・ポーロによって書かれ、ヴェネツィアで出版されたとされています。
56,QA20CAPR-0003,作家のルスティケロが、マルコ・ポーロから聞いた話をまとめた作品といえば何でしょう?,東方見聞録 マルコ・ポーロは、1453年から1503年まで中国に滞在し、多くの著作や絵画を制作しました。彼は、ヴェネツィアやイタリアなどのヨーロッパの都市や、日本や朝鮮などのアジアの国々を訪れました。彼の旅行記は、当時の世界情勢や文化を広く紹介しており、東洋と西洋の融合や交流の重要な側面を示しています。マルコ・ポーロは、東方見聞録の中で、中国や日本を訪れた際の印象や観察をまとめています。
57,QA20CAPR-0003,作家のルスティケロが、マルコ・ポーロから聞いた話をまとめた作品といえば何でしょう?,『東方見聞録』。
58,QA20CAPR-0003,作家のルスティケロが、マルコ・ポーロから聞いた話をまとめた作品といえば何でしょう?,東方見聞録 作者:マルコ・ポーロ 出版元:東洋文庫 マルコ・ポーロは、1453年から1503年まで中国に滞在し、多くの著作や絵画を残しました。彼の作品は、当時の社会や文化を広く描き出しています。東方見聞録とは、マルコ・ポーロによって書かれた旅行記で、アジアやヨーロッパの大部分を含む広大な地域を旅した様子を描いています。
59,QA20CAPR-0003,作家のルスティケロが、マルコ・ポーロから聞いた話をまとめた作品といえば何でしょう?,東方見聞録
60,QA20CAPR-0005,『騎士団長殺し』『1Q84』『ノルウェイの森』といった小説の作者は誰でしょう?,村上春樹
61,QA20CAPR-0005,『騎士団長殺し』『1Q84』『ノルウェイの森』といった小説の作者は誰でしょう?,村上春樹
62,QA20CAPR-0005,『騎士団長殺し』『1Q84』『ノルウェイの森』といった小説の作者は誰でしょう?,村上春樹
63,QA20CAPR-0005,『騎士団長殺し』『1Q84』『ノルウェイの森』といった小説の作者は誰でしょう?,村上春樹
64,QA20CAPR-0005,『騎士団長殺し』『1Q84』『ノルウェイの森』といった小説の作者は誰でしょう?,村上春樹
65,QA20CAPR-0005,『騎士団長殺し』『1Q84』『ノルウェイの森』といった小説の作者は誰でしょう?,村上春樹
66,QA20CAPR-0005,『騎士団長殺し』『1Q84』『ノルウェイの森』といった小説の作者は誰でしょう?,村上春樹
67,QA20CAPR-0005,『騎士団長殺し』『1Q84』『ノルウェイの森』といった小説の作者は誰でしょう?,村上春樹
68,QA20CAPR-0005,『騎士団長殺し』『1Q84』『ノルウェイの森』といった小説の作者は誰でしょう?,村上春樹
69,QA20CAPR-0005,『騎士団長殺し』『1Q84』『ノルウェイの森』といった小説の作者は誰でしょう?,村上春樹
70,QA20CAPR-0005,『騎士団長殺し』『1Q84』『ノルウェイの森』といった小説の作者は誰でしょう?,村上春樹
71,QA20CAPR-0005,『騎士団長殺し』『1Q84』『ノルウェイの森』といった小説の作者は誰でしょう?,村上春樹
72,QA20CAPR-0005,『騎士団長殺し』『1Q84』『ノルウェイの森』といった小説の作者は誰でしょう?,村上春樹
73,QA20CAPR-0005,『騎士団長殺し』『1Q84』『ノルウェイの森』といった小説の作者は誰でしょう?,村上春樹
74,QA20CAPR-0005,『騎士団長殺し』『1Q84』『ノルウェイの森』といった小説の作者は誰でしょう?,村上春樹
75,QA20CAPR-0005,『騎士団長殺し』『1Q84』『ノルウェイの森』といった小説の作者は誰でしょう?,村上春樹
76,QA20CAPR-0005,『騎士団長殺し』『1Q84』『ノルウェイの森』といった小説の作者は誰でしょう?,村上春樹
77,QA20CAPR-0005,『騎士団長殺し』『1Q84』『ノルウェイの森』といった小説の作者は誰でしょう?,村上春樹
78,QA20CAPR-0005,『騎士団長殺し』『1Q84』『ノルウェイの森』といった小説の作者は誰でしょう?,村上春樹
79,QA20CAPR-0005,『騎士団長殺し』『1Q84』『ノルウェイの森』といった小説の作者は誰でしょう?,村上春樹
80,QA20CAPR-0005,『騎士団長殺し』『1Q84』『ノルウェイの森』といった小説の作者は誰でしょう?,村上春樹
81,QA20CAPR-0005,『騎士団長殺し』『1Q84』『ノルウェイの森』といった小説の作者は誰でしょう?,村上春樹
82,QA20CAPR-0005,『騎士団長殺し』『1Q84』『ノルウェイの森』といった小説の作者は誰でしょう?,村上春樹
83,QA20CAPR-0005,『騎士団長殺し』『1Q84』『ノルウェイの森』といった小説の作者は誰でしょう?,村上春樹
84,QA20CAPR-0005,『騎士団長殺し』『1Q84』『ノルウェイの森』といった小説の作者は誰でしょう?,村上春樹
85,QA20CAPR-0005,『騎士団長殺し』『1Q84』『ノルウェイの森』といった小説の作者は誰でしょう?,村上春樹
86,QA20CAPR-0005,『騎士団長殺し』『1Q84』『ノルウェイの森』といった小説の作者は誰でしょう?,村上春樹
87,QA20CAPR-0005,『騎士団長殺し』『1Q84』『ノルウェイの森』といった小説の作者は誰でしょう?,村上春樹
88,QA20CAPR-0005,『騎士団長殺し』『1Q84』『ノルウェイの森』といった小説の作者は誰でしょう?,村上春樹
89,QA20CAPR-0005,『騎士団長殺し』『1Q84』『ノルウェイの森』といった小説の作者は誰でしょう?,村上春樹
90,QA20CAPR-0007,サッカーで、コーナーキックやフリーキックのようにボールを止めた状態から始めるプレーのことを何というでしょう?,ゴールキック(ゴールキック)とは、サッカーの得点方法の一つです。相手チームのゴールにボールを蹴り込むことで得点が入ります。サッカーでは、コーナーキックやフリーキックのようなボールを止めた状態で始まるプレーは、ゴールキックと呼ばれています。
91,QA20CAPR-0007,サッカーで、コーナーキックやフリーキックのようにボールを止めた状態から始めるプレーのことを何というでしょう?,ゴールキック(ゴールキック)とは、サッカーの得点方法の一つです。相手チームのゴールにボールを蹴り込むことで得点が入ります。サッカーでは、ボールをゴールに入れることが目的です。
92,QA20CAPR-0007,サッカーで、コーナーキックやフリーキックのようにボールを止めた状態から始めるプレーのことを何というでしょう?,ゴールキック(goal kick)。
93,QA20CAPR-0007,サッカーで、コーナーキックやフリーキックのようにボールを止めた状態から始めるプレーのことを何というでしょう?,ゴールキック(ゴールキック)とは、サッカーの試合で、ボールをゴールに蹴り込むために、ゴールキーパーが蹴るボールのことです。
94,QA20CAPR-0007,サッカーで、コーナーキックやフリーキックのようにボールを止めた状態から始めるプレーのことを何というでしょう?,ゴールキック(蹴る)。
95,QA20CAPR-0007,サッカーで、コーナーキックやフリーキックのようにボールを止めた状態から始めるプレーのことを何というでしょう?,ゴールキック(ゴールキック)とは、サッカーの試合で、ボールをゴールに蹴り込むために、ゴールキーパーが蹴るボールのことです。
96,QA20CAPR-0007,サッカーで、コーナーキックやフリーキックのようにボールを止めた状態から始めるプレーのことを何というでしょう?,ゴールキック(Goal Kick)。
97,QA20CAPR-0007,サッカーで、コーナーキックやフリーキックのようにボールを止めた状態から始めるプレーのことを何というでしょう?,ゴールキック(goal kick)。
98,QA20CAPR-0007,サッカーで、コーナーキックやフリーキックのようにボールを止めた状態から始めるプレーのことを何というでしょう?,ゴールキック(ゴールキック)とは、サッカーの試合で、ボールをゴールに蹴り込むために蹴るシュートの一種です。ゴールキックは、ゴールキーパーがボールをキャッチして、相手チームのゴールに蹴り込むことを防ぐために重要な役割を果たしています。
99,QA20CAPR-0007,サッカーで、コーナーキックやフリーキックのようにボールを止めた状態から始めるプレーのことを何というでしょう?,ゴールキック(ゴールキック)とは、サッカーで、コーナーキックやフリーキックのようにボールを止めた状態から始めるプレーのことです。
100,QA20CAPR-0007,サッカーで、コーナーキックやフリーキックのようにボールを止めた状態から始めるプレーのことを何というでしょう?,ゴールキック(goal kick)。
101,QA20CAPR-0007,サッカーで、コーナーキックやフリーキックのようにボールを止めた状態から始めるプレーのことを何というでしょう?,ゴールキック(蹴る)。
102,QA20CAPR-0007,サッカーで、コーナーキックやフリーキックのようにボールを止めた状態から始めるプレーのことを何というでしょう?,ゴールキック(ゴールキック)とは、サッカーの得点方法の一つです。相手チームのゴールにボールを蹴り込むことで得点が入ります。サッカーでは、ボールをゴールに蹴り込んで得点することが最も重要な得点方法です。
103,QA20CAPR-0007,サッカーで、コーナーキックやフリーキックのようにボールを止めた状態から始めるプレーのことを何というでしょう?,ゴールキック(goal kick)。
104,QA20CAPR-0007,サッカーで、コーナーキックやフリーキックのようにボールを止めた状態から始めるプレーのことを何というでしょう?,ゴールキック(goal kick)。
105,QA20CAPR-0007,サッカーで、コーナーキックやフリーキックのようにボールを止めた状態から始めるプレーのことを何というでしょう?,ゴールキック(goal kick)。
106,QA20CAPR-0007,サッカーで、コーナーキックやフリーキックのようにボールを止めた状態から始めるプレーのことを何というでしょう?,ゴールキック(goal kick)。
107,QA20CAPR-0007,サッカーで、コーナーキックやフリーキックのようにボールを止めた状態から始めるプレーのことを何というでしょう?,ゴールキック(ゴールキック)とは、サッカーの得点方法の一つです。相手チームのゴールにボールを蹴り込むことで得点が入ります。ゴールキックは、ボールをゴールラインに押し込んでから、ゴールキーパーがボールをキャッチすることで完了します。
108,QA20CAPR-0007,サッカーで、コーナーキックやフリーキックのようにボールを止めた状態から始めるプレーのことを何というでしょう?,ゴールキックオフ(goal kickoff)。
109,QA20CAPR-0007,サッカーで、コーナーキックやフリーキックのようにボールを止めた状態から始めるプレーのことを何というでしょう?,ゴールキック(ゴールキック)とは、ボールをゴールに蹴り込むために、ゴールキーパーが蹴るボールのことです。サッカーでは、コーナーキックやフリーキックのようなボールを止めた状態から始めるプレーは、ゴールキックと呼ばれます。
110,QA20CAPR-0007,サッカーで、コーナーキックやフリーキックのようにボールを止めた状態から始めるプレーのことを何というでしょう?,ゴールキック(ゴールキック)とは、サッカーの試合で、ボールをゴールに蹴り込むために、ゴールキーパーが蹴るボールのことです。
111,QA20CAPR-0007,サッカーで、コーナーキックやフリーキックのようにボールを止めた状態から始めるプレーのことを何というでしょう?,ゴールキック(ゴールキック)とは、サッカーの試合で、ボールをゴールに蹴り込むために、ゴールキーパーが蹴るボールのことです。
112,QA20CAPR-0007,サッカーで、コーナーキックやフリーキックのようにボールを止めた状態から始めるプレーのことを何というでしょう?,ゴールキックオフ(goal kickoff)。
113,QA20CAPR-0007,サッカーで、コーナーキックやフリーキックのようにボールを止めた状態から始めるプレーのことを何というでしょう?,ゴールキック(ゴールキック)とは、サッカーの試合で、ボールをゴールに蹴り込むために、ゴールキーパーが蹴るボールのことです。サッカーでは、コーナーキックは、相手チームのゴールポストにボールを当てて得点を狙う重要な攻撃手段です。
114,QA20CAPR-0007,サッカーで、コーナーキックやフリーキックのようにボールを止めた状態から始めるプレーのことを何というでしょう?,ゴールキック(ゴールキック)とは、サッカーの得点方法の一つです。相手チームのゴールにボールを蹴り込むことで得点が入ります。ゴールキックは、ゴールキーパーからのボールをゴールポストに当てることでも得点できます。
115,QA20CAPR-0007,サッカーで、コーナーキックやフリーキックのようにボールを止めた状態から始めるプレーのことを何というでしょう?,ゴールキック(goal kick)。
116,QA20CAPR-0007,サッカーで、コーナーキックやフリーキックのようにボールを止めた状態から始めるプレーのことを何というでしょう?,ゴールキック(ゴールキック)とは、ボールをゴールに蹴り込むために、ゴールキーパーが蹴るボールのことです。サッカーでは、コーナーキックやフリーキックのようにボールを止めた状態から始めるプレーは、ゴールキックと呼ばれます。
117,QA20CAPR-0007,サッカーで、コーナーキックやフリーキックのようにボールを止めた状態から始めるプレーのことを何というでしょう?,ゴールキック(ゴールキック)とは、サッカーの試合で、ボールをゴールに蹴り込むために、ゴールキーパーが蹴るボールのことです。
118,QA20CAPR-0007,サッカーで、コーナーキックやフリーキックのようにボールを止めた状態から始めるプレーのことを何というでしょう?,ゴールキックオフ(goal kickoff)。
119,QA20CAPR-0007,サッカーで、コーナーキックやフリーキックのようにボールを止めた状態から始めるプレーのことを何というでしょう?,ゴールキック(goal kick)。
120,QA20CAPR-0009,今から約140億年前に起こったとされる、宇宙の始まりの大爆発のことを何というでしょう?,ビッグバン
